台灣0826,#genre#
天越10,https://xingfu.hua-kuyun.com/20200626/5934_89601ca1/index.m3u8
天越09,https://xingfu.hua-kuyun.com/20200626/5935_566e30b0/index.m3u8
天越08,https://xingfu.hua-kuyun.com/20200619/4991_92ecf5e9/index.m3u8
天越07https://xingfu.hua-kuyun.com/20200619/4992_d635f575/index.m3u8
天越06,https://xingfu.hua-kuyun.com/20200612/3851_1831196c/index.m3u8
天越05,https://xingfu.hua-kuyun.com/20200612/3852_5152b2d4/index.m3u8
天越04,https://xingfu.hua-kuyun.com/20200606/2950_a583fcc5/index.m3u8
天越03,https://xingfu.hua-kuyun.com/20200606/2951_ad4f8b71/index.m3u8
天越02,https://xingfu.hua-kuyun.com/20200529/1741_cfaa3f82/index.m3u8
天越01,https://xingfu.hua-kuyun.com/20200529/1742_72eae4e9/index.m3u8

七月0819,#genre#
人面魚：紅衣小女,https://yi.jingdianzuida.com/20191129/t6588hoh/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190219/3025_98b0f30a/index.m3u8#https://zk1.603ee.com/2019/10/28/jBx82o2cIR7BDlrA/playlist.m3u8
粽邪,https://youku.kuyun-leshi.com/20190221/y40sB1vN/index.m3u8#https://v4.szjal.cn/20200801/chJ2qOYQ/index.m3u8#https://zk.yiya520.com/2019/05/08/R8BeZfUxzrZQJqG2/playlist.m3u8
靈幻至尊,https://videos.kkyun-iqiyi.com/20171105/8keAGoKt/index.m3u8
鬼抓人,https://bilibili.com-l-163.com/20180924/5607_8122e28e/index.m3u8?sign=ac4665256a3101af2204ba4b368fa3fd
魁星踢斗2,https://videos.kkyun-iqiyi.com/20180621/KELoot3I/index.m3u8#https://56.com-t-56.com/20190427/15849_0c0bc201/index.m3u8#https://yingxiong.qiling-yongjiu.com/20200101/17206_c1e4c8f8/index.m3u8
魁星踢斗,https://zk1.603ee.com/2019/12/18/25nQJfz0biBbTGcH/playlist.m3u8#https://k.bwzybf.com/20200530/N7jlCtUg/index.m3u8#https://youku.com-youku.net/20180619/13176_dea64874/index.m3u8
屍家重地,https://vs1.baduziyuan.com/20171116/9ccMiB5G/index.m3u8
一眉道人,https://vip.okokbo.com/20171221/XduVSyRI/index.m3u8
靈幻先生,https://vip.okokbo.com/20171227/LrkgtTVH/index.m3u8
驅魔道長,https://videos.kkyun-iqiyi.com/20171105/M36PMQki/index.m3u8
驅魔警察,https://video.kkyun-iqiyi.com/20180820/I4oDnaQp/index.m3u8#https://yi.jingdianzuida.com/20191009/rDe1fpxt/index.m3u8
鬼打鬼,https://vip888.kuyun99.com/20181219/sZ4Luae9/index.m3u8
鬼咬鬼,http://yi.jingdianzuida.com/20191009/vj0C75Ov/index.m3u8
五福星撞鬼,https://videos.kkyun-iqiyi.com/20180122/Jpwa1HXT/index.m3u8#https://iqiyi.zuidameiju.com/20180916/zH3H9vJK/index.m3u8
捉鬼專門店,https://zy.kubo-360-tudou.com/20181014/22028_8809822a/index.m3u8
猛鬼入侵黑色會,https://acfun.iqiyi-kuyun.com/20180929/2eCuiStc/index.m3u8
猛鬼學堂,https://yi.jingdianzuida.com/20190917/TvAGE4rI/index.m3u8#https://youku.kuyun-leshi.com/20190506/n1Apq6d6/index.m3u8
猛鬼撞鬼,https://bilibili.com-l-163.com/20180922/4170_354d94e8/index.m3u8
誰是鬼,http://vs1.baduziyuan.com/20180425/6N2Xm5n5/index.m3u8
靈氣逼人,http://acfun.iqiyi-kuyun.com/20181120/SZLL2Vlo/index.m3u8#https://iqiyi.zuidameiju.com/20190109/pBfLQ1lU/index.m3u8
鬼新娘,http://yushou.qitu-zuida.com/20180520/5920_249efc51/index.m3u8#https://video.kkyun-iqiyi.com/20180403/vgaKzkh1/index.m3u8
陰陽路2：我在你左右,https://gaoqing.bibi-baidu.com/20191011/11331_4bf2ecef/index.m3u8#http://hair.jingpin88.com/20171110/VwEXrtkY/index.m3u8#https://dbx5.tyswmp.com/20191115/RuBXvY9K5Wp1j87M/index.m3u8
七月十四不見不散,https://bili.meijuzuida.com/20190529/15728_e3e3f2df/index.m3u8
生人勿近之問米,https://youku.com-youku.com/20180310/vq9v1bWQ/index.m3u8?sign=25949887aff599649cdabf8b0c84bbd6
捉鬼合家歡,https://meinv.jingyu-zuida.com/20200219/12642_19a362c8/index.m3u8#https://acfun.iqiyi-kuyun.com/20180905/w5cAQfMD/index.m3u8
捉鬼合家歡2,https://acfun.iqiyi-kuyun.com/20180905/bh3vIaiL/index.m3u8
精靈變,https://videos.kkyun-iqiyi.com/20171105/KxLpKwux/index.m3u8
怪談協會,https://youku.cdn7-okzy.com/20200314/17766_4d4d6c99/index.m3u8?sign=6d1158dc7d950882236c6b52d14fd10b
猛鬼食人胎,https://yun.zxziyuan-yun.com/20180604/5I7KSVB1/1000kb/hls/index.m3u8
殭屍叔叔,https://yun.kubozy-youku-163.com/20190505/12502_ab3f0db6/index.m3u8
殭屍先生,https://zy.zxziyuan-yun.com/20180314/NCS7rJiT/index.m3u8
新殭屍先生,https://cn3.download05.com/hls/20190803/117646c3b8fd5dfc7f3d5c726ecc517f/1564811075/index.m3u8
殭屍家族,https://zy.zxziyuan-yun.com/20180314/6PzBEEKQ/index.m3u8#https://yi.jingdianzuida.com/20191009/I92JPHMV/index.m3u8
音樂殭屍,https://videos.kkyun-iqiyi.com/20171105/kjA01rwE/index.m3u8
鍾馗嫁妹,https://videos.kkyun-iqiyi.com/20170925/3Gi1Lsss/index.m3u8
千年女妖,https://vs1.baduziyuan.com/20180425/QcSpxJch/index.m3u8
猛鬼旅行團,https://videos.kkyun-iqiyi.com/20180729/KUye3Pij/index.m3u8
金裝鬼打鬼,https://c.mahua-kb.com/20200608/NnvESkyh/index.m3u8
鬼打鬼之靈幻天師,https://vip.okokbo.com/20171230/TILTF1BH/index.m3u8#https://c.mahua-kb.com/20200607/6YngabSc/index.m3u8
猛鬼佛跳牆,https://yangguang.piaohua-kuyun.com/20181127/Cch1DwMt/index.m3u8
屍氣逼人,https://56.com-ok-bilibili.com/20190919/31683_a8f12bf5/index.m3u8
人嚇人,https://videos.kkyun-iqiyi.com/20180814/Z5AR0Pg1/index.m3u8
人嚇鬼,https://yangguang.piaohua-kuyun.com/20180828/Y67yX239/index.m3u8
嚇到笑,https://jingdian.qincai-zuida.com/20200628/8806_0fcfaf74/index.m3u8
捉鬼大師,https://bilibili.com-l-163.com/20180922/3994_efbc454d/1000k/hls/index.m3u8
表哥到,http://iqiyi.zuidameiju.com/20200414/14629_60de9bbc/index.m3u8
表哥到2,http://bili.meijuzuida.com/20191118/21908_7e013964/index.m3u8

輪播0903,#genre#
史密斯任務,https://vip.okokbo.com/20180307/eCPDSRGo/index.m3u8#https://cdn-yong.bejingyongjiu.com/20200509/11757_c15eecf0/index.m3u8
捍衛任務1,https://yingxiong.qiling-yongjiu.com/20191110/13408_8bbfa9f4/1000k/hls/index.m3u8#https://youku.com-t-youku.com/20190322/10313_b7f54921/index.m3u8#https://tudou.diediao-kuyun.com/20191130/8623_0912f206/index.m3u8
捍衛任務2,https://yingxiong.qiling-yongjiu.com/20191110/13414_6ff7d616/index.m3u8#https://tudou.diediao-kuyun.com/20191130/8620_739b6ef9/index.m3u8
捍衛任務3,https://dapian.video-yongjiu.com/20190719/3777_171982c5/index.m3u8#https://baidu.com-l-baidu.com/20190814/14609_8554644e/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190814/17715_7510365c/index.m3u8
阿拉丁,https://leshi.iqiyi-kuyunzy.com/20190807/17422_d79a76b8/index.m3u8#https://bili.meijuzuida.com/20190807/21129_ebac678f/index.m3u8#https://dapian.video-yongjiu.com/20190807/6662_172a9c7a/index.m3u8
靠譜歌王,https://bili.meijuzuida.com/20190916/21456_498016a9/index.m3u8#https://tianxian.piaohua-kuyun.com/20190916/4030_3e74d3d2/1000k/hls/index.m3u8#https://ddppnew1.135-cdn.com/20190916/kb35wYza/index.m3u8
大智若魚,https://hong.tianzhen-zuida.com/20191018/11244_5bb7bc81/1000k/hls/index.m3u8#https://zy.zxziyuan-yun.com/20180304/oXcFh1HS/index.m3u8#https://s1.135-cdn.com/20200121/rCXbWqDBS7f2cQGY/index.m3u8
機器戰警3,https://yushou.qitu-zuida.com/20180315/l82B8FZ5/800kb/hls/index.m3u8#https://bilibili.com-l-163.com/20181002/8497_ca94a72b/index.m3u8#https://cdn-yong.bejingyongjiu.com/20200421/9981_a499ce82/index.m3u8
機器戰警2,https://yushou.qitu-zuida.com/20180315/cDHR3Pph/index.m3u8#https://iqiyi.cdn26-okzy.com/20200601/14617_d5c9613b/index.m3u8
機器戰警1,https://yushou.qitu-zuida.com/20180315/DHL9jSgY/index.m3u8#https://bilibili.com-l-163.com/20181002/8495_5c2c2797/index.m3u8
真愛繞圈圈,https://sina.com-h-sina.com/20180821/12255_28ce4fee/1000k/hls/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190605/14239_079bcedf/index.m3u8#https://yushou.qitu-zuida.com/20180707/8939_9e4798ab/index.m3u8
第六感生死緣,https://v5.jsyunbf.com/20200618/BXlmyev0/index.m3u8#https://meng.wuyou-zuida.com/20191225/24636_8197dc2b/index.m3u8
真愛挑日子,https://zk1.603ee.com/2019/11/04/ERHbMlXprYC8jNkk/playlist.m3u8#https://tv.youkutv.cc/2019/11/04/oJasLdSjKSBk7Diw/playlist.m3u8
愛情沒有終點,https://haoa.haozuida.com/20180726/87fCh0um/index.m3u8#https://www.yiyazx.com/20181117/cryPBOfc/index.m3u8
生命中的美好缺憾,https://diaoshi.dehua-kuyun.com/20200725/9697_361b00d5/index.m3u8#https://tv2.youkutv.cc/2020/07/25/3A2GWhSGU4GzH2FQ/playlist.m3u8#https://v3.yongjiujiexi.com/20190331/YPyeYHcW/index.m3u8
天使愛美麗,https://yi.jingdianzuida.com/20191122/Tposi1eL/index.m3u8#https://sina.com-h-sina.com/20180823/13086_b15d5a25/index.m3u8#https://haitang.kankan-kuyunzy.com/20200118/10379_95018597/index.m3u8
贖罪,https://vip.okokbo.com/20171220/dtjEjRd9/index.m3u8#https://videos.kkyun-iqiyi.com/20180729/Ouwz6kTu/index.m3u8
終極追殺令,https://v3.yongjiujiexi.com/20190425/3910ubHH/index.m3u8#https://youku.com-youku.net/20180703/16450_7b7d7fff/index.m3u8#https://youku.kuyun-leshi.com/20190221/39y27Lty/index.m3u8
我的野蠻女友,https://vip.okokbo.com/20171217/pr5j42GI/index.m3u8#https://videos.kkyun-iqiyi.com/20180701/yUGbPMkl/index.m3u8#https://hair.jingpin88.com/20171105/dh1aPO7Q/index.m3u8
鐵達尼,https://vs1.baduziyuan.com/20171125/sKE07vxj/index.m3u8#https://yiyi.55zuiday.com/20181127/vHfzc8R5/index.m3u8#https://video.suyunbo.tv/20171018/mMz3US3G/index.m3u8
真愛挑日子,https://sohu.com-v-sohu.com/20180902/12313_08ed1a4c/index.m3u8#https://yun.kubo-zy-youku.com/20180907/JYPjgH1j/index.m3u8
曼哈頓戀習曲,https://yushou.qitu-zuida.com/20180509/5096_86d38146/index.m3u8#https://a.mhkuaibo.com/20200214/fX6Hr5db/index.m3u8#https://yushou.qitu-zuida.com/20180509/5096_86d38146/index.m3u8?sign=36451f934903a84f55fa7b6ef8e47c8c
我就要你好好的,https://feifei.feifeizuida.com/20190623/12695_3bffa71c/index.m3u8#https://a.mhkuaibo.com/20200211/uL28B0RY/index.m3u8#https://bilibili.com-l-163.com/20181117/22854_ebf65e66/index.m3u8
情書,https://bilibili.com-l-163.com/20181017/14093_6b856ccd/index.m3u8#https://video.kkyun-iqiyi.com/20181018/qljUT7Gz/index.m3u8#https://zy.kubo-360-tudou.com/20180419/3387_13ed292f/index.m3u8
真愛每一天,https://leshi.cdn-zuyida.com/20170923/1WA1Ma0s/index.m3u8?sign=6eb00f9f3a91e1caeb5df9d94a554f75#https://c.mahua-kb.com/20200615/pW1QQfdF/index.m3u8#https://leshi.cdn-zuyida.com/20170923/1WA1Ma0s/index.m3u8#
PS我愛你,https://bilibili.com-l-163.com/20180925/6270_4271a37e/index.m3u8#https://s2.135-cdn.com/2020/06/01/YnsP4ltLz8KWpbRj/index.m3u8
電子情書,https://vip.okokbo.com/20171230/k9EAJ1cW/index.m3u8#https://youku.kuyun-leshi.com/20190305/6WewBKNV/index.m3u8#https://b.mahua-kb.com/20200426/n0EVXwgx/index.m3u8
K歌情人,https://iqiyi.zuidameiju.com/20200219/10863_4dd1f36b/index.m3u8#https://ddppnew1.135-cdn.com/20190624/HBmQdb1p/index.m3u8#https://tudou.com-l-tudou.com/20180411/8478_80a4aaa3/1000k/hls/index.m3u8
媽媽咪呀,https://gaoqing.bibi-baidu.com/20191015/11634_95e9b8dc/index.m3u8#https://vip.okokbo.com/20171231/l8epIwwM/index.m3u8#https://yangguang.piaohua-kuyun.com/20180829/uHN6eliS/index.m3u8
媽媽咪呀2,https://iqiyi.zuidameiju.com/20181008/FznXUMHH/index.m3u8#https://sohu.com-v-sohu.com/20181009/13379_92a4dafb/index.m3u8#https://video.kkyun-iqiyi.com/20181005/1clmrQ7D/index.m3u8
捍衛戰士,https://you-cdn.maque-zuida.com/20191228/Qs96UCvE/index.m3u8#https://vip.okokbo.com/20171228/o9kiP9Bx/800kb/hls/index.m3u8#https://s1.135-cdn.com/20191225/kbIUmC6Q0S1vGgyO/index.m3u8
紅衣小女孩,https://iqiyi.zuidameiju.com/20181010/GfOOFyg6/index.m3u8#https://youku.com-youku.net/20180710/18850_6e09c653/index.m3u8#https://zy.baidu-360-yyy-kubo.com/20171230/p37D8Hz5/800kb/hls/index.m3u8
鋼鐵人1,https://v3.yongjiujiexi.com/ppvod/5753C20AA74AA51F9934767D48991A1B.m3u8#https://youku.cdn-56.com/20180131/cM3ffbbg/800kb/hls/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190306/4358_65177e7a/index.m3u8
鋼鐵人2,https://v3.yongjiujiexi.com/20190213/gLQqSo9k/index.m3u8#https://youku.cdn-56.com/20180131/BXxEVRgn/index.m3u8#https://cn2.zuidadianying.com/20180414/mdFTPx94/800kb/hls/index.m3u8
鋼鐵人3,https://v3.yongjiujiexi.com/20190213/abMMzbUr/index.m3u8#https://s2.135-cdn.com/20200317/oaXMO2Nz0W6fwdvc/index.m3u8
復仇者聯盟1,https://v3.yongjiujiexi.com/20190123/CdR4D6jr/index.m3u8#https://vip.okokbo.com/20180316/hH8msi8C/index.m3u8#https://s1.135-cdn.com/20191104/eVsBvuXwZ2rlLDq6/index.m3u8
復仇者聯盟2：奧創紀元,https://yj.yongjiu6.com/ppvod/696A3E26AE9C90F1BF7BD10D4E487B6F.m3u8#https://cn2.zuidadianying.com/20180415/0CTAPRlT/index.m3u8
復仇者聯盟3：無限戰爭,https://video.kkyun-iqiyi.com/20180731/OzarMeQo/index.m3u8#https://zy.baidu-360-yyy-kubo.com/20180801/HA6SGy4L/index.m3u8
復仇者聯盟4：終局之戰,https://dapian.video-yongjiu.com/20190728/5213_72cd6808/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190728/16820_302c7858/index.m3u8#https://bili.meijuzuida.com/20190731/21094_0a89b649/1000k/hls/index.m3u8
末日之戰,https://videos.kkyun-iqiyi.com/20180107/qWYQDiLc/index.m3u8#https://leshi.cdn-zuyida.com/20180521/26555_c7ac0317/index.m3u8#https://yuanda.meinv-kuyun.com/20200724/10599_57be7987/1000k/hls/index.m3u8
城市獵人:新宿PRIVATE EYES,https://yingxiong.qiling-yongjiu.com/20191030/12637_4d25b60a/index.m3u8#https://bili.meijuzuida.com/20191030/21774_1c0e6b33/index.m3u8#https://youku.cdn7-okzy.com/20191030/15568_f5cc097c/index.m3u8
牠2,https://dapian.video-yongjiu.com/20191013/18844_8445f997/index.m3u8#https://youku.cdn7-okzy.com/20191119/15837_016497d2/index.m3u8#https://tianxian.piaohua-kuyun.com/20191011/6068_e7c1fed9/index.m3u8
牠,https://v2.yongjiujiexi.com/20171029/1a9Hnede/1000kb/hls/index.m3u8#https://yiyi.55zuiday.com/20171213/EubaXIAL/800kb/hls/index.m3u8#https://vs1.baduziyuan.com/20171121/TDwklPgY/index.m3u8
高年級實習生,https://youku.cdn-tudou.com/20180428/5561_d3328ecd/index.m3u8#https://video.kkyun-iqiyi.com/ppvod/12F69CB7EE9371F25F148DFCF8B1FCEF.m3u8#https://yiyi.55zuiday.com/20171210/MrPGi6dW/800kb/hls/index.m3u8
黑魔女1,https://iqiyi.zuidameiju.com/20180924/lz8BDpBW/800kb/hls/index.m3u8#https://vip.okokbo.com/20180103/Zvj8d3i2/index.m3u8#https://youku.kuyun-leshi.com/20190629/e3F5knCS/index.m3u8
黑魔女2,https://youku.cdn7-okzy.com/20191231/16473_a7b384ea/index.m3u8#https://cdn-yong.bejingyongjiu.com/20200105/247_3701ff45/index.m3u8#https://youku.cdn7-okzy.com/20191231/16473_a7b384ea/index.m3u8
達文西密碼,https://vip.okokbo.com/20180224/9vbRU3LE/index.m3u8#https://vip.let-kuyun.com/20180902/fiZOyLuy/index.m3u8#https://c.mahua-kb.com/20200619/8oY76toP/index.m3u8
達文西密碼2加長版,https://vip888.kuyun99.com/20180712/QdM2UgSE/index.m3u8
達文西密碼2,https://iqiyi.zuidameiju.com/20200318/13691_70da39ac/index.m3u8#https://vip.okokbo.com/20180107/rdVgmHyy/index.m3u8#https://vip.let-kuyun.com/20180902/ooHSf7E1/index.m3u8
達文西密碼3,https://56.com-t-56.com/20190412/13686_f5f918f6/index.m3u8#https://leshi.iqiyi-kuyunzy.com/20190407/7707_a4cf348b/index.m3u8#https://zy.zxziyuan-yun.com/20180215/sweJzXBm/index.m3u8
不可能的任務1,https://ifeng.com-v-ifeng.com/20180722/23643_e67d9fef/1000k/hls/index.m3u8#https://yiyi.55zuiday.com/20180415/EvYjg74p/index.m3u8#https://yiyi.55zuiday.com/20180415/EvYjg74p/index.m3u8
不可能的任務2,https://ifeng.com-v-ifeng.com/20180722/23644_369a2143/index.m3u8#https://videos.kkyun-iqiyi.com/ppvod/9F2F6F1C9F5DF7A41EB1391A41CC2DC1.m3u8#https://cn2.zuidadianying.com/20180415/CGj6HONJ/index.m3u8
不可能的任務3,https://ifeng.com-v-ifeng.com/20180722/23645_844abc3b/1000k/hls/index.m3u8#https://videos.kkyun-iqiyi.com/20180108/JmOGAcc1/index.m3u8#https://leshi.cdn-zuyida.com/20180422/23942_e7a30216/index.m3u8
不可能的任務4,https://ifeng.com-v-ifeng.com/20180722/23646_d6d28461/index.m3u8#https://s2.135-cdn.com/2020/04/13/6CyawjeNHpMgPx0f/index.m3u8
不可能的任務5,https://videos.kkyun-iqiyi.com/20180108/lO7z0P3p/index.m3u8#https://hair.jingpin88.com/ppvod/90AB800441554DCAA47B20CFAD16681D.m3u8
不可能的任務6,https://haoa.haozuida.com/20181107/kTztJiEk/800kb/hls/index.m3u8#https://sohu.com-v-sohu.com/20181107/14120_f4fd09c7/index.m3u8#https://video.kkyun-iqiyi.com/ppvod/1B13EDF8EC743DCCE9EE9DF8FCC1EF1D.m3u8#https://yong.yongjiu6.com/20180917/4tqJiCRu/index.m3u8
五虎將之決裂,https://yi.jingdianzuida.com/20190910/loraSSLg/index.m3u8#https://videos.kkyun-iqiyi.com/20180724/ir1ESva1/index.m3u8#https://d.mhkuaibo.com/20200417/9J6lgNbP/index.m3u8
買兇拍人,https://v3.yongjiujiexi.com/20190523/IxSb4OWE/index.m3u8#https://ifeng.com-v-ifeng.com/20180714/19831_b90b56f0/index.m3u8#https://acfun.iqiyi-kuyun.com/ppvod/8879DF698C371B4D709064F414747E00.m3u8
專釣大鱷,https://iqiyi.cdn8-okzy.com/20200410/7483_65b7bd13/index.m3u8#https://yangguang.piaohua-kuyun.com/20181206/rPhyqu7L/index.m3u8
至尊無上,https://56.com-ok-bilibili.com/20190926/31779_6fb48e1b/index.m3u8#https://video.kkyun-iqiyi.com/20180822/o1wM2Oaj/index.m3u8#https://b.mahua-kb.com/20200525/snklfkZW/index.m3u8
至尊無上2,https://haitang.kankan-kuyunzy.com/20200317/18439_16d47c51/index.m3u8#https://yi.jingdianzuida.com/20190910/KIRrgsi5/index.m3u8


新聞0702,#genre#
*上海耀才财经台,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
*上海点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
*上海第一财经,http://w1.livecdn.yicai.com/hls/live/CBN_sd/live.m3u8
*TVB新聞台,http://tv.sason.xyz/proxy/tvb.php?id=xw
*TVB財經台,http://tv.sason.xyz/proxy/tvb.php?id=cj
UN Web TV,https://bcliveunivsecure-lh.akamaihd.net/i/un150_A1_1@575439/index_1328_av-b.m3u8?fluxustv.m3u8
BBC World News,http://161.0.157.5/PLTV/88888888/224/3221227041/01.m3u8
*BBC World News高清,http://220.158.149.14:9999/live/TV00000000000000000112@HHZT;LIVE
美国CSBN,https://cbsnhls-i.akamaihd.net/hls/live/264710/cbsn_hlsprod_2/master_360.m3u8
日本NHK華語,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
日本NHK,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp/index_1M.m3u8
日本24小時新聞,http://www.news24.jp/livestream/index.m3u8#https://n24-cdn-live-b.ntv.co.jp/ch01/High.m3u8
美国彭博财经台,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
美国FOX 体育新闻,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master1280x720.m3u8
韓國CBS,rtmp://cbs-live.gscdn.com/cbs-live/cbs-live.stream
上视纪实,rtmp://58.200.131.2:1935/livetv/docuchina
美國CBC新聞,https://cbcnewshd-f.akamaihd.net/i/cbcnews_30@304030/index_2500_av-p.m3u8
Sky News,http://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master960x540.m3u8
BBCEarth,http://198.16.106.58:8278/bbcearthhd/playlist.m3u8?tid=MD4D8469127084691270&ct=18393&tsum=60258039c8662460318eb58859cba64a
日本映画専門ch,P2p://japan.hmiptv6.com:9906/5e81a992000d2ee305a91c130e6ae01d.ts
日本Disney,P2p://japan.hmiptv6.com:9906/5e81a9910001943005a915329ddb0d79.ts

體育0829,#genre#
ESPN,http://185.59.223.135/espn/index.m3u8
ESPN2,http://185.59.223.135/espn2/index.m3u8
usa美食,http://5.135.92.133:52841/out/u/503_1.m3u8
博斯高球2,mitv://147.135.39.171:9906/5defe13e0003a4c36eba3e002cd3384a.ts
博斯网球,mitv://147.135.39.171:9906/5defe13d0008ad4b6eba3b603e5d1ebb.ts
博斯运动,mitv://147.135.39.171:9906/5defdab60006b85e6ea0bb7b06aa7d1f.ts
博斯运动2,mitv://147.135.39.171:9906/5defe15200024c6d6eba8bc2352f7151.ts
緯來體育HD,rtmp://161.202.204.248:1935/sat/tv721
FOX體育1,rtmp://161.202.204.248:1935/sat/tv731
FOX體育2,rtmp://161.202.204.248:1935/sat/tv741
FOX體育3,rtmp://161.202.204.248:1935/sat/md021
ELTA1台,rtmp://161.202.204.248:1935/sat/md031
ELTA1台,rtmp://161.202.204.248:1935/sat/md041
ELTA2台rtmp://161.202.204.248:1935/sat/md011
ELTA体育,http://153.99.180.70:5021/live/266/playlist.m3u8
日本MLB,rtmp://161.202.204.248:1935/sat/jp071
美國MLB職棒,http://hlslive-akc-med1.media.mlb.com/ls01/mlbnetwork/NETWORK_LINEAR_1/master_wired.m3u8
beIN SPORTS1 HD,https://www.livedoomovies.com/02_epl1_720p/chunklist.m3u8
beIN SPORTS2 HD,https://www.livedoomovies.com/02_epl2_720p/chunklist.m3u8
Fox Sports 1,https://livecdn.fptplay.net/qnetlive/foxsports_2000.stream/chunklist.m3u8
Fox Sports 2,https://livecdn.fptplay.net/qnetlive/foxsports2_2000.stream/chunklist.m3u8
Fox Sports 3,https://livecdn.fptplay.net/qnetlive/foxsports3_hls.smil/chunklist_b2500000.m3u8
ELTA體育1台,mitv://fccsovh.pvbox.live:18912/5b140917000aaf8fc294bf05ce9744a5.ts#vjms://58.215.133.189:8500/live/cid=266#rtmp://161.202.204.248:1935/sat/md041
*快樂垂釣,http://107.148.240.185:13164/v/hunantv.php?id=218
*先鋒乒羽,http://107.148.240.185:13164/v/hunantv.php?id=329
----,http://f8.apps8888.com:8080/live/1133/90dc6be178ff4e9a970068c1f2d00a5b/index.m3u8
博斯魅力,http://ms003.happytv.com.tw/live/OcScNdWHvBx5P4w3/index.m3u8
博斯高球,mitv://147.135.39.171:9906/5defe13d000eb2006eba3ce647e056da.ts#vjms://58.215.133.189:8500/live/cid=265
极速汽车蓝光,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
爱赛车,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
AUTOMOTO TV,http://100automoto.tv:1935/bgtv1/autotv/playlist.m3u8
MOTOR SPORT,http://45.58.62.92:8084
紅牛REDBULL TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
奥林匹克,http://ott-live.olympicchannel.com/out/u/OC1_3.m3u8#http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8
奥林匹克高清,http://ott-live.olympicchannel.com/out/u/OC1_2.m3u8?fluxustv.m3u8
奥林匹克蓝光,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8?fluxustv.m3u8
澳大利亚赛马网,https://racingvic-i.akamaized.net/hls/live/598695/racingvic/268.m3u8
迪拜赛马,http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8
----,http://153.99.180.70:5021/live/266/playlist.m3u8
緯來體育HD,http://125.227.210.37:46326/VideoInput/play.ts
緯來體育,mitv://fccsovh.pvbox.live:18912/5b140921000be144353d8e88e314b42a.ts#http://220.158.149.14:9999/live/TV00000000000000000078@HHZT;LIVE?checkedby:iptvcat.com#mitv://fccseuro.pvbox.live:18912/5c2dd76e00049e335bba26bf05a87895.ts#mitv://fccseuro.pvbox.live:18912/5c7249e60007ce3b1d5832543a7916ad.ts#mitv://fccseuro.pvbox.live:18912/5b140921000be144353d8e88e314b42a.ts
FOX體育新聞,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master1280x720.m3u8
FOX1,https://livedoomovies.com/02_foxsport_720p/chunklist.m3u8
FOX2 Sports,vjms://58.215.133.189:8500/live/cid=444
FOX506,http://45.58.62.92:8080
FOX3HD,vjms://58.215.133.189:8500/live/cid=95
FOX SPORTS 3(台)HD,http://125.227.210.37:62391/VideoInput/play.ts
FoxNFL,https://stitcher.pluto.tv/stitch/hls/channel/5a74b8e1e22a61737979c6bf/master.m3u8?deviceType=web&deviceMake=Chrome&deviceModel=Chrome&sid=3fab7580-8b86-11e8-a44b-996a399dacd8&deviceId=3fab0050-8b86-11e8-a44b-996a399dacd8&deviceVersion=67.0.3396.99&appVersion=2.0.0&deviceDNT=0&userId=&advertisingId=&deviceLat=38.8177&deviceLon=-77.1527&app_name=&appName=&appStoreUrl=&serverSideAds=true
FoxSportHD,https://livedoomovies.com/02_foxsport_720p/chunklist.m3u8
FoxSport2,https://livedoomovies.com/02_FoxSport2_TH_720p/chunklist.m3u8
FoxSport3,https://livedoomovies.com/02_FoxSport3_TH_720p/chunklist.m3u8
ELTA體育1台,mitv://fccsovh.pvbox.live:18912/5b140917000aaf8fc294bf05ce9744a5.ts#vjms://58.215.133.189:8500/live/cid=266#rtmp://161.202.204.248:1935/sat/md041
博斯高球,vjms://58.215.133.189:8500/live/cid=265
*CCTV-5体育,http://117.148.187.37/PLTV/88888888/224/3221226400/index.m3u8
cctv5體育,http://183.207.248.71:80/cntv/live1/CCTV-1/cctv-5
